alert_type,detail,layer,location,new_commit,new_date,old_commit,old_date,pair_id,path,severity
enum_values_changed,"('accountCode', 'accountHolderCode', 'accountHolderDetails', 'accountNumber', 'accountStateType', 'accountStatus', 'accountType', 'address', 'balanceAccount', 'balanceAccountActive', 'balanceAccountCode', 'balanceAccountId', 'bankAccount', 'bankAccountCode', 'bankAccountName', 'bankAccountUUID', 'bankBicSwift', 'bankCity', 'bankCode', 'bankName', 'bankStatement', 'branchCode', 'businessContact', 'cardToken', 'checkCode', 'city', 'companyRegistration', 'constitutionalDocument', 'controller', 'country', 'countryCode', 'currency', 'currencyCode', 'dateOfBirth', 'destinationAccountCode', 'document', 'documentContent', 'documentExpirationDate', 'documentIssuerCountry', 'documentIssuerState', 'documentName', 'documentNumber', 'documentType', 'doingBusinessAs', 'drivingLicence', 'drivingLicenceBack', 'drivingLicenceFront', 'drivingLicense', 'email', 'firstName', 'formType', 'fullPhoneNumber', 'gender', 'hopWebserviceUser', 'houseNumberOrName', 'iban', 'idCard', 'idNumber', 'identityDocument', 'individualDetails', 'infix', 'jobTitle', 'lastName', 'lastReviewDate', 'legalArrangement', 'legalArrangementCode', 'legalArrangementEntity', 'legalArrangementEntityCode', 'legalArrangementLegalForm', 'legalArrangementMember', 'legalArrangementMembers', 'legalArrangementName', 'legalArrangementReference', 'legalArrangementRegistrationNumber', 'legalArrangementTaxNumber', 'legalArrangementType', 'legalBusinessName', 'legalEntity', 'legalEntityType', 'logo', 'merchantAccount', 'merchantCategoryCode', 'merchantHouseNumber', 'merchantReference', 'microDeposit', 'name', 'nationality', 'originalReference', 'ownerCity', 'ownerCountryCode', 'ownerDateOfBirth', 'ownerHouseNumberOrName', 'ownerName', 'ownerPostalCode', 'ownerState', 'ownerStreet', 'passport', 'passportNumber', 'payoutMethodCode', 'payoutSchedule', 'pciSelfAssessment', 'personalData', 'phoneCountryCode', 'phoneNumber', 'postalCode', 'primaryCurrency', 'reason', 'returnUrl', 'schedule', 'shareholder', 'shareholderCode', 'shareholderCodeAndSignatoryCode', 'shareholderCodeOrSignatoryCode', 'shareholderType', 'shareholderTypes', 'shopperInteraction', 'signatory', 'signatoryCode', 'socialSecurityNumber', 'sourceAccountCode', 'splitAccount', 'splitConfigurationUUID', 'splitCurrency', 'splitValue', 'splits', 'stateOrProvince', 'status', 'stockExchange', 'stockNumber', 'stockTicker', 'store', 'storeDetail', 'storeName', 'storeReference', 'street', 'taxId', 'tier', 'tierNumber', 'transferCode', 'ultimateParentCompany', 'ultimateParentCompanyAddressDetails', 'ultimateParentCompanyAddressDetailsCountry', 'ultimateParentCompanyBusinessDetails', 'ultimateParentCompanyBusinessDetailsLegalBusinessName', 'ultimateParentCompanyBusinessDetailsRegistrationNumber', 'ultimateParentCompanyCode', 'ultimateParentCompanyStockExchange', 'ultimateParentCompanyStockNumber', 'ultimateParentCompanyStockNumberOrStockTicker', 'ultimateParentCompanyStockTicker', 'unknown', 'value', 'verificationType', 'virtualAccount', 'visaNumber', 'webAddress', 'year') -> ('accountCode', 'accountHolderCode', 'accountHolderDetails', 'accountNumber', 'accountStateType', 'accountStatus', 'accountType', 'address', 'balanceAccount', 'balanceAccountActive', 'balanceAccountCode', 'balanceAccountId', 'bankAccount', 'bankAccountCode', 'bankAccountName', 'bankAccountUUID', 'bankBicSwift', 'bankCity', 'bankCode', 'bankName', 'bankStatement', 'branchCode', 'businessContact', 'cardToken', 'checkCode', 'city', 'companyRegistration', 'constitutionalDocument', 'controller', 'country', 'countryCode', 'currency', 'currencyCode', 'dateOfBirth', 'description', 'destinationAccountCode', 'document', 'documentContent', 'documentExpirationDate', 'documentIssuerCountry', 'documentIssuerState', 'documentName', 'documentNumber', 'documentType', 'doingBusinessAs', 'drivingLicence', 'drivingLicenceBack', 'drivingLicenceFront', 'drivingLicense', 'email', 'firstName', 'formType', 'fullPhoneNumber', 'gender', 'hopWebserviceUser', 'houseNumberOrName', 'iban', 'idCard', 'idCardBack', 'idCardFront', 'idNumber', 'identityDocument', 'individualDetails', 'infix', 'jobTitle', 'lastName', 'lastReviewDate', 'legalArrangement', 'legalArrangementCode', 'legalArrangementEntity', 'legalArrangementEntityCode', 'legalArrangementLegalForm', 'legalArrangementMember', 'legalArrangementMembers', 'legalArrangementName', 'legalArrangementReference', 'legalArrangementRegistrationNumber', 'legalArrangementTaxNumber', 'legalArrangementType', 'legalBusinessName', 'legalEntity', 'legalEntityType', 'logo', 'merchantAccount', 'merchantCategoryCode', 'merchantHouseNumber', 'merchantReference', 'microDeposit', 'name', 'nationality', 'originalReference', 'ownerCity', 'ownerCountryCode', 'ownerDateOfBirth', 'ownerHouseNumberOrName', 'ownerName', 'ownerPostalCode', 'ownerState', 'ownerStreet', 'passport', 'passportNumber', 'payoutMethodCode', 'payoutSchedule', 'pciSelfAssessment', 'personalData', 'phoneCountryCode', 'phoneNumber', 'postalCode', 'primaryCurrency', 'reason', 'registrationNumber', 'returnUrl', 'schedule', 'shareholder', 'shareholderCode', 'shareholderCodeAndSignatoryCode', 'shareholderCodeOrSignatoryCode', 'shareholderType', 'shareholderTypes', 'shopperInteraction', 'signatory', 'signatoryCode', 'socialSecurityNumber', 'sourceAccountCode', 'splitAccount', 'splitConfigurationUUID', 'splitCurrency', 'splitValue', 'splits', 'stateOrProvince', 'status', 'stockExchange', 'stockNumber', 'stockTicker', 'store', 'storeDetail', 'storeName', 'storeReference', 'street', 'taxId', 'tier', 'tierNumber', 'transferCode', 'ultimateParentCompany', 'ultimateParentCompanyAddressDetails', 'ultimateParentCompanyAddressDetailsCountry', 'ultimateParentCompanyBusinessDetails', 'ultimateParentCompanyBusinessDetailsLegalBusinessName', 'ultimateParentCompanyBusinessDetailsRegistrationNumber', 'ultimateParentCompanyCode', 'ultimateParentCompanyStockExchange', 'ultimateParentCompanyStockNumber', 'ultimateParentCompanyStockNumberOrStockTicker', 'ultimateParentCompanyStockTicker', 'unknown', 'value', 'verificationType', 'virtualAccount', 'visaNumber', 'webAddress', 'year')",semantic,FieldType.fieldName,4,,3,,pair_0001,adyen.com:AccountService,high
field_requiredness_changed,required True -> False,compatibility,UpdateAccountRequest.payoutSchedule,4,,3,,pair_0001,adyen.com:AccountService,medium
deep_enum_signature_removed,components.schemas.FieldType.properties.fieldName:accountCode|accountHolderCode|accountHolderDetails|accountNumber|accountStateType|accountStatus|accountType|address|balanceAccount|balanceAccountActive|balanceAccountCode|balanceAccountId|bankAccount|bankAccountCode|bankAccountName|bankAccountUUID|bankBicSwift|bankCity|bankCode|bankName|bankStatement|branchCode|businessContact|cardToken|checkCode|city|companyRegistration|constitutionalDocument|controller|country|countryCode|currency|currencyCode|dateOfBirth|destinationAccountCode|document|documentContent|documentExpirationDate|documentIssuerCountry|documentIssuerState|documentName|documentNumber|documentType|doingBusinessAs|drivingLicence|drivingLicenceBack|drivingLicenceFront|drivingLicense|email|firstName|formType|fullPhoneNumber|gender|hopWebserviceUser|houseNumberOrName|iban|idCard|idNumber|identityDocument|individualDetails|infix|jobTitle|lastName|lastReviewDate|legalArrangement|legalArrangementCode|legalArrangementEntity|legalArrangementEntityCode|legalArrangementLegalForm|legalArrangementMember|legalArrangementMembers|legalArrangementName|legalArrangementReference|legalArrangementRegistrationNumber|legalArrangementTaxNumber|legalArrangementType|legalBusinessName|legalEntity|legalEntityType|logo|merchantAccount|merchantCategoryCode|merchantHouseNumber|merchantReference|microDeposit|name|nationality|originalReference|ownerCity|ownerCountryCode|ownerDateOfBirth|ownerHouseNumberOrName|ownerName|ownerPostalCode|ownerState|ownerStreet|passport|passportNumber|payoutMethodCode|payoutSchedule|pciSelfAssessment|personalData|phoneCountryCode|phoneNumber|postalCode|primaryCurrency|reason|returnUrl|schedule|shareholder|shareholderCode|shareholderCodeAndSignatoryCode|shareholderCodeOrSignatoryCode|shareholderType|shareholderTypes|shopperInteraction|signatory|signatoryCode|socialSecurityNumber|sourceAccountCode|splitAccount|splitConfigurationUUID|splitCurrency|splitValue|splits|stateOrProvince|status|stockExchange|stockNumber|stockTicker|store|storeDetail|storeName|storeReference|street|taxId|tier|tierNumber|transferCode|ultimateParentCompany|ultimateParentCompanyAddressDetails|ultimateParentCompanyAddressDetailsCountry|ultimateParentCompanyBusinessDetails|ultimateParentCompanyBusinessDetailsLegalBusinessName|ultimateParentCompanyBusinessDetailsRegistrationNumber|ultimateParentCompanyCode|ultimateParentCompanyStockExchange|ultimateParentCompanyStockNumber|ultimateParentCompanyStockNumberOrStockTicker|ultimateParentCompanyStockTicker|unknown|value|verificationType|virtualAccount|visaNumber|webAddress|year,semantic,enum,4,,3,,pair_0001,adyen.com:AccountService,medium
operation_added,New operation added.,non_breaking,POST /checkAccountHolder,5,,4,,pair_0002,adyen.com:AccountService,low
operation_added,New operation added.,non_breaking,POST /closeStores,5,,4,,pair_0002,adyen.com:AccountService,low
operation_added,New operation added.,non_breaking,POST /deletePayoutMethods,5,,4,,pair_0002,adyen.com:AccountService,low
schema_field_removed,Existing schema property disappeared.,compatibility,AccountEventWrapper.AccountEvent,5,,4,,pair_0002,adyen.com:AccountService,high
schema_field_removed,Existing schema property disappeared.,compatibility,AccountWrapper.Account,5,,4,,pair_0002,adyen.com:AccountService,high
schema_field_removed,Existing schema property disappeared.,compatibility,BankAccountDetailWrapper.BankAccountDetail,5,,4,,pair_0002,adyen.com:AccountService,high
schema_field_removed,Existing schema property disappeared.,compatibility,CloseAccountHolderResponse.submittedAsync,5,,4,,pair_0002,adyen.com:AccountService,high
schema_field_removed,Existing schema property disappeared.,compatibility,CloseAccountResponse.submittedAsync,5,,4,,pair_0002,adyen.com:AccountService,high
schema_field_removed,Existing schema property disappeared.,compatibility,CreateAccountHolderResponse.submittedAsync,5,,4,,pair_0002,adyen.com:AccountService,high
schema_field_removed,Existing schema property disappeared.,compatibility,CreateAccountResponse.submittedAsync,5,,4,,pair_0002,adyen.com:AccountService,high
schema_field_removed,Existing schema property disappeared.,compatibility,DocumentDetailWrapper.DocumentDetail,5,,4,,pair_0002,adyen.com:AccountService,high
schema_field_removed,Existing schema property disappeared.,compatibility,ErrorFieldTypeWrapper.ErrorFieldType,5,,4,,pair_0002,adyen.com:AccountService,high
schema_field_removed,Existing schema property disappeared.,compatibility,FieldTypeWrapper.FieldType,5,,4,,pair_0002,adyen.com:AccountService,high
schema_field_removed,Existing schema property disappeared.,compatibility,GenericResponse.submittedAsync,5,,4,,pair_0002,adyen.com:AccountService,high
schema_field_removed,Existing schema property disappeared.,compatibility,GetAccountHolderResponse.submittedAsync,5,,4,,pair_0002,adyen.com:AccountService,high
schema_field_removed,Existing schema property disappeared.,compatibility,GetAccountHolderStatusResponse.submittedAsync,5,,4,,pair_0002,adyen.com:AccountService,high
schema_field_removed,Existing schema property disappeared.,compatibility,GetTaxFormResponse.submittedAsync,5,,4,,pair_0002,adyen.com:AccountService,high
schema_field_removed,Existing schema property disappeared.,compatibility,GetUploadedDocumentsResponse.submittedAsync,5,,4,,pair_0002,adyen.com:AccountService,high
schema_field_removed,Existing schema property disappeared.,compatibility,KYCCheckSummary.code,5,,4,,pair_0002,adyen.com:AccountService,high
schema_field_removed,Existing schema property disappeared.,compatibility,KYCCheckSummary.description,5,,4,,pair_0002,adyen.com:AccountService,high
schema_field_removed,Existing schema property disappeared.,compatibility,LegalArrangementRequestWrapper.LegalArrangementRequest,5,,4,,pair_0002,adyen.com:AccountService,high
schema_field_removed,Existing schema property disappeared.,compatibility,PersonalDocumentDataWrapper.PersonalDocumentData,5,,4,,pair_0002,adyen.com:AccountService,high
schema_field_removed,Existing schema property disappeared.,compatibility,ShareholderContactWrapper.ShareholderContact,5,,4,,pair_0002,adyen.com:AccountService,high
schema_field_removed,Existing schema property disappeared.,compatibility,SignatoryContactWrapper.SignatoryContact,5,,4,,pair_0002,adyen.com:AccountService,high
schema_field_removed,Existing schema property disappeared.,compatibility,SuspendAccountHolderResponse.submittedAsync,5,,4,,pair_0002,adyen.com:AccountService,high
schema_field_removed,Existing schema property disappeared.,compatibility,UltimateParentCompanyWrapper.UltimateParentCompany,5,,4,,pair_0002,adyen.com:AccountService,high
schema_field_removed,Existing schema property disappeared.,compatibility,UnSuspendAccountHolderResponse.submittedAsync,5,,4,,pair_0002,adyen.com:AccountService,high
schema_field_removed,Existing schema property disappeared.,compatibility,UpdateAccountHolderResponse.submittedAsync,5,,4,,pair_0002,adyen.com:AccountService,high
schema_field_removed,Existing schema property disappeared.,compatibility,UpdateAccountHolderResponse.updatedFields,5,,4,,pair_0002,adyen.com:AccountService,high
schema_field_removed,Existing schema property disappeared.,compatibility,UpdateAccountResponse.submittedAsync,5,,4,,pair_0002,adyen.com:AccountService,high
schema_field_removed,Existing schema property disappeared.,compatibility,UploadDocumentRequest.accountHolderCode,5,,4,,pair_0002,adyen.com:AccountService,high
schema_field_removed,Existing schema property disappeared.,compatibility,UploadDocumentRequest.bankAccountUUID,5,,4,,pair_0002,adyen.com:AccountService,high
schema_field_removed,Existing schema property disappeared.,compatibility,UploadDocumentRequest.shareholderCode,5,,4,,pair_0002,adyen.com:AccountService,high
schema_field_removed,Existing schema property disappeared.,compatibility,ViasPersonalData.idNumber,5,,4,,pair_0002,adyen.com:AccountService,high
schema_field_added,New schema property added.,non_breaking,Account.bankAccountUUID,5,,4,,pair_0002,adyen.com:AccountService,low
schema_field_added,New schema property added.,non_breaking,Account.metadata,5,,4,,pair_0002,adyen.com:AccountService,low
schema_field_added,New schema property added.,non_breaking,Account.payoutMethodCode,5,,4,,pair_0002,adyen.com:AccountService,low
schema_field_added,New schema property added.,non_breaking,Account.payoutSpeed,5,,4,,pair_0002,adyen.com:AccountService,low
schema_field_added,New schema property added.,non_breaking,AccountHolderDetails.bankAggregatorDataReference,5,,4,,pair_0002,adyen.com:AccountService,low
schema_field_added,New schema property added.,non_breaking,AccountHolderDetails.payoutMethods,5,,4,,pair_0002,adyen.com:AccountService,low
schema_field_added,New schema property added.,non_breaking,AccountHolderDetails.storeDetails,5,,4,,pair_0002,adyen.com:AccountService,low
schema_field_added,New schema property added.,non_breaking,AccountPayoutState.notAllowedReason,5,,4,,pair_0002,adyen.com:AccountService,low
schema_field_added,New schema property added.,non_breaking,BankAccountDetail.bankAccountReference,5,,4,,pair_0002,adyen.com:AccountService,low
schema_field_added,New schema property added.,non_breaking,CloseAccountHolderResponse.invalidFields,5,,4,,pair_0002,adyen.com:AccountService,low
schema_field_added,New schema property added.,non_breaking,CloseAccountResponse.accountCode,5,,4,,pair_0002,adyen.com:AccountService,low
schema_field_added,New schema property added.,non_breaking,CloseAccountResponse.invalidFields,5,,4,,pair_0002,adyen.com:AccountService,low
schema_field_added,New schema property added.,non_breaking,CloseStoresRequest.accountHolderCode,5,,4,,pair_0002,adyen.com:AccountService,low
schema_field_added,New schema property added.,non_breaking,CloseStoresRequest.stores,5,,4,,pair_0002,adyen.com:AccountService,low
schema_field_added,New schema property added.,non_breaking,CreateAccountHolderResponse.primaryCurrency,5,,4,,pair_0002,adyen.com:AccountService,low
schema_field_added,New schema property added.,non_breaking,CreateAccountRequest.bankAccountUUID,5,,4,,pair_0002,adyen.com:AccountService,low
schema_field_added,New schema property added.,non_breaking,CreateAccountRequest.metadata,5,,4,,pair_0002,adyen.com:AccountService,low
schema_field_added,New schema property added.,non_breaking,CreateAccountRequest.payoutMethodCode,5,,4,,pair_0002,adyen.com:AccountService,low
schema_field_added,New schema property added.,non_breaking,CreateAccountRequest.payoutSpeed,5,,4,,pair_0002,adyen.com:AccountService,low
schema_field_added,New schema property added.,non_breaking,CreateAccountResponse.bankAccountUUID,5,,4,,pair_0002,adyen.com:AccountService,low
schema_field_added,New schema property added.,non_breaking,CreateAccountResponse.invalidFields,5,,4,,pair_0002,adyen.com:AccountService,low
schema_field_added,New schema property added.,non_breaking,CreateAccountResponse.metadata,5,,4,,pair_0002,adyen.com:AccountService,low
schema_field_added,New schema property added.,non_breaking,CreateAccountResponse.payoutMethodCode,5,,4,,pair_0002,adyen.com:AccountService,low
schema_field_added,New schema property added.,non_breaking,CreateAccountResponse.payoutSpeed,5,,4,,pair_0002,adyen.com:AccountService,low
schema_field_added,New schema property added.,non_breaking,DeletePayoutMethodRequest.accountHolderCode,5,,4,,pair_0002,adyen.com:AccountService,low
schema_field_added,New schema property added.,non_breaking,DeletePayoutMethodRequest.payoutMethodCodes,5,,4,,pair_0002,adyen.com:AccountService,low
schema_field_added,New schema property added.,non_breaking,GenericResponse.invalidFields,5,,4,,pair_0002,adyen.com:AccountService,low
schema_field_added,New schema property added.,non_breaking,GetAccountHolderResponse.invalidFields,5,,4,,pair_0002,adyen.com:AccountService,low
schema_field_added,New schema property added.,non_breaking,GetAccountHolderResponse.migrationData,5,,4,,pair_0002,adyen.com:AccountService,low
schema_field_added,New schema property added.,non_breaking,GetAccountHolderResponse.systemUpToDateTime,5,,4,,pair_0002,adyen.com:AccountService,low
schema_field_added,New schema property added.,non_breaking,GetAccountHolderStatusResponse.invalidFields,5,,4,,pair_0002,adyen.com:AccountService,low
schema_field_added,New schema property added.,non_breaking,GetTaxFormResponse.invalidFields,5,,4,,pair_0002,adyen.com:AccountService,low
schema_field_added,New schema property added.,non_breaking,GetUploadedDocumentsResponse.invalidFields,5,,4,,pair_0002,adyen.com:AccountService,low
schema_field_added,New schema property added.,non_breaking,KYCCardCheckResult.checks,5,,4,,pair_0002,adyen.com:AccountService,low
schema_field_added,New schema property added.,non_breaking,KYCCardCheckResult.payoutMethodCode,5,,4,,pair_0002,adyen.com:AccountService,low
schema_field_added,New schema property added.,non_breaking,KYCCheckSummary.kycCheckCode,5,,4,,pair_0002,adyen.com:AccountService,low
schema_field_added,New schema property added.,non_breaking,KYCCheckSummary.kycCheckDescription,5,,4,,pair_0002,adyen.com:AccountService,low
schema_field_added,New schema property added.,non_breaking,KYCVerificationResult.cards,5,,4,,pair_0002,adyen.com:AccountService,low
schema_field_added,New schema property added.,non_breaking,MigratedAccounts.balanceAccountId,5,,4,,pair_0002,adyen.com:AccountService,low
schema_field_added,New schema property added.,non_breaking,MigratedAccounts.virtualAccountCode,5,,4,,pair_0002,adyen.com:AccountService,low
schema_field_added,New schema property added.,non_breaking,MigratedStores.businessLineId,5,,4,,pair_0002,adyen.com:AccountService,low
schema_field_added,New schema property added.,non_breaking,MigratedStores.storeCode,5,,4,,pair_0002,adyen.com:AccountService,low
schema_field_added,New schema property added.,non_breaking,MigratedStores.storeId,5,,4,,pair_0002,adyen.com:AccountService,low
schema_field_added,New schema property added.,non_breaking,MigratedStores.storeReference,5,,4,,pair_0002,adyen.com:AccountService,low
schema_field_added,New schema property added.,non_breaking,MigrationData.accountHolderId,5,,4,,pair_0002,adyen.com:AccountService,low
schema_field_added,New schema property added.,non_breaking,MigrationData.balancePlatform,5,,4,,pair_0002,adyen.com:AccountService,low
schema_field_added,New schema property added.,non_breaking,MigrationData.migrated,5,,4,,pair_0002,adyen.com:AccountService,low
schema_field_added,New schema property added.,non_breaking,MigrationData.migratedAccounts,5,,4,,pair_0002,adyen.com:AccountService,low
schema_field_added,New schema property added.,non_breaking,MigrationData.migratedStores,5,,4,,pair_0002,adyen.com:AccountService,low
schema_field_added,New schema property added.,non_breaking,MigrationData.migrationDate,5,,4,,pair_0002,adyen.com:AccountService,low
schema_field_added,New schema property added.,non_breaking,PayoutMethod.merchantAccount,5,,4,,pair_0002,adyen.com:AccountService,low
schema_field_added,New schema property added.,non_breaking,PayoutMethod.payoutMethodCode,5,,4,,pair_0002,adyen.com:AccountService,low
schema_field_added,New schema property added.,non_breaking,PayoutMethod.payoutMethodReference,5,,4,,pair_0002,adyen.com:AccountService,low
schema_field_added,New schema property added.,non_breaking,PayoutMethod.recurringDetailReference,5,,4,,pair_0002,adyen.com:AccountService,low
schema_field_added,New schema property added.,non_breaking,PayoutMethod.shopperReference,5,,4,,pair_0002,adyen.com:AccountService,low
schema_field_added,New schema property added.,non_breaking,PerformVerificationRequest.accountHolderCode,5,,4,,pair_0002,adyen.com:AccountService,low
schema_field_added,New schema property added.,non_breaking,PerformVerificationRequest.accountStateType,5,,4,,pair_0002,adyen.com:AccountService,low
schema_field_added,New schema property added.,non_breaking,PerformVerificationRequest.tier,5,,4,,pair_0002,adyen.com:AccountService,low
schema_field_added,New schema property added.,non_breaking,ShareholderContact.shareholderReference,5,,4,,pair_0002,adyen.com:AccountService,low
schema_field_added,New schema property added.,non_breaking,StoreDetail.address,5,,4,,pair_0002,adyen.com:AccountService,low
schema_field_added,New schema property added.,non_breaking,StoreDetail.fullPhoneNumber,5,,4,,pair_0002,adyen.com:AccountService,low
schema_field_added,New schema property added.,non_breaking,StoreDetail.logo,5,,4,,pair_0002,adyen.com:AccountService,low
schema_field_added,New schema property added.,non_breaking,StoreDetail.merchantAccount,5,,4,,pair_0002,adyen.com:AccountService,low
schema_field_added,New schema property added.,non_breaking,StoreDetail.merchantCategoryCode,5,,4,,pair_0002,adyen.com:AccountService,low
schema_field_added,New schema property added.,non_breaking,StoreDetail.merchantHouseNumber,5,,4,,pair_0002,adyen.com:AccountService,low
schema_field_added,New schema property added.,non_breaking,StoreDetail.phoneNumber,5,,4,,pair_0002,adyen.com:AccountService,low
schema_field_added,New schema property added.,non_breaking,StoreDetail.shopperInteraction,5,,4,,pair_0002,adyen.com:AccountService,low
schema_field_added,New schema property added.,non_breaking,StoreDetail.splitConfigurationUUID,5,,4,,pair_0002,adyen.com:AccountService,low
schema_field_added,New schema property added.,non_breaking,StoreDetail.status,5,,4,,pair_0002,adyen.com:AccountService,low
schema_field_added,New schema property added.,non_breaking,StoreDetail.store,5,,4,,pair_0002,adyen.com:AccountService,low
schema_field_added,New schema property added.,non_breaking,StoreDetail.storeName,5,,4,,pair_0002,adyen.com:AccountService,low
schema_field_added,New schema property added.,non_breaking,StoreDetail.storeReference,5,,4,,pair_0002,adyen.com:AccountService,low
schema_field_added,New schema property added.,non_breaking,StoreDetail.virtualAccount,5,,4,,pair_0002,adyen.com:AccountService,low
schema_field_added,New schema property added.,non_breaking,StoreDetail.webAddress,5,,4,,pair_0002,adyen.com:AccountService,low
schema_field_added,New schema property added.,non_breaking,SuspendAccountHolderResponse.invalidFields,5,,4,,pair_0002,adyen.com:AccountService,low
schema_field_added,New schema property added.,non_breaking,UnSuspendAccountHolderResponse.invalidFields,5,,4,,pair_0002,adyen.com:AccountService,low
schema_field_added,New schema property added.,non_breaking,UpdateAccountHolderRequest.legalEntity,5,,4,,pair_0002,adyen.com:AccountService,low
schema_field_added,New schema property added.,non_breaking,UpdateAccountHolderResponse.primaryCurrency,5,,4,,pair_0002,adyen.com:AccountService,low
schema_field_added,New schema property added.,non_breaking,UpdateAccountRequest.bankAccountUUID,5,,4,,pair_0002,adyen.com:AccountService,low
schema_field_added,New schema property added.,non_breaking,UpdateAccountRequest.metadata,5,,4,,pair_0002,adyen.com:AccountService,low
schema_field_added,New schema property added.,non_breaking,UpdateAccountRequest.payoutMethodCode,5,,4,,pair_0002,adyen.com:AccountService,low
schema_field_added,New schema property added.,non_breaking,UpdateAccountRequest.payoutSpeed,5,,4,,pair_0002,adyen.com:AccountService,low
schema_field_added,New schema property added.,non_breaking,UpdateAccountResponse.bankAccountUUID,5,,4,,pair_0002,adyen.com:AccountService,low
schema_field_added,New schema property added.,non_breaking,UpdateAccountResponse.invalidFields,5,,4,,pair_0002,adyen.com:AccountService,low
schema_field_added,New schema property added.,non_breaking,UpdateAccountResponse.metadata,5,,4,,pair_0002,adyen.com:AccountService,low
schema_field_added,New schema property added.,non_breaking,UpdateAccountResponse.payoutMethodCode,5,,4,,pair_0002,adyen.com:AccountService,low
schema_field_added,New schema property added.,non_breaking,UpdateAccountResponse.payoutSpeed,5,,4,,pair_0002,adyen.com:AccountService,low
enum_values_changed,"('BANK_STATEMENT', 'BSN', 'DRIVING_LICENCE', 'DRIVING_LICENCE_BACK', 'DRIVING_LICENCE_FRONT', 'ID_CARD', 'ID_CARD_BACK', 'ID_CARD_FRONT', 'PASSPORT', 'PROOF_OF_RESIDENCY', 'SSN') -> ('BANK_STATEMENT', 'BSN', 'COMPANY_REGISTRATION_SCREENING', 'DRIVING_LICENCE', 'DRIVING_LICENCE_BACK', 'DRIVING_LICENCE_FRONT', 'ID_CARD', 'ID_CARD_BACK', 'ID_CARD_FRONT', 'PASSPORT', 'PROOF_OF_RESIDENCY', 'SSN', 'SUPPORTING_DOCUMENTS')",semantic,DocumentDetail.documentType,5,,4,,pair_0002,adyen.com:AccountService,high
deep_enum_signature_removed,components.schemas.DocumentDetail.properties.documentType:BANK_STATEMENT|BSN|DRIVING_LICENCE|DRIVING_LICENCE_BACK|DRIVING_LICENCE_FRONT|ID_CARD|ID_CARD_BACK|ID_CARD_FRONT|PASSPORT|PROOF_OF_RESIDENCY|SSN,semantic,enum,5,,4,,pair_0002,adyen.com:AccountService,medium
schema_field_removed,Existing schema property disappeared.,compatibility,KYCBankAccountCheckResult.bankAccountUUID,6,,5,,pair_0003,adyen.com:AccountService,high
schema_field_removed,Existing schema property disappeared.,compatibility,KYCBankAccountCheckResult.checks,6,,5,,pair_0003,adyen.com:AccountService,high
schema_field_removed,Existing schema property disappeared.,compatibility,KYCCardCheckResult.checks,6,,5,,pair_0003,adyen.com:AccountService,high
schema_field_removed,Existing schema property disappeared.,compatibility,KYCCardCheckResult.payoutMethodCode,6,,5,,pair_0003,adyen.com:AccountService,high
schema_field_removed,Existing schema property disappeared.,compatibility,KYCVerificationResult.bankAccounts,6,,5,,pair_0003,adyen.com:AccountService,high
