index,dataset,api_name,version,title,target_keyword_match,source_url,local_path,retrieved_at,status,error,sha256,bytes
11,apis_guru,amadeus.com:amadeus-branded-fares-upsell,1.0.1,Branded Fares Upsell,True,https://api.apis.guru/v2/specs/amadeus.com/amadeus-branded-fares-upsell/1.0.1/swagger.json,data/apis_guru/specs/0011_amadeus.com_amadeus-branded-fares-upsell_1.0.1.json,2026-06-02T02:51:32+00:00,ok,,7da6eeae44b4b9dcd154a533e26a160261e4b59293a16d9e98d5d405c086c574,162877
12,apis_guru,amadeus.com:amadeus-flight-availabilities-search,1.0.2,Flight Availibilities Search,True,https://api.apis.guru/v2/specs/amadeus.com/amadeus-flight-availabilities-search/1.0.2/swagger.json,data/apis_guru/specs/0012_amadeus.com_amadeus-flight-availabilities-search_1.0.2.json,2026-06-02T02:51:32+00:00,ok,,1a1ffe05fe993f2a1b0623a1bed3864ec5f197583069f226993f2ef4c2d50e15,34682
13,apis_guru,amadeus.com:amadeus-flight-busiest-traveling-period,1.0.2,Flight Busiest Traveling Period,True,https://api.apis.guru/v2/specs/amadeus.com/amadeus-flight-busiest-traveling-period/1.0.2/swagger.json,data/apis_guru/specs/0013_amadeus.com_amadeus-flight-busiest-traveling-period_1.0.2.json,2026-06-02T02:51:33+00:00,ok,,89f7da05c37f0336bcdac6e2921bd7b0ebdae1d9e1717ddf964fe7122e8b7e60,12115
14,apis_guru,amadeus.com:amadeus-flight-cheapest-date-search,1.0.6,Flight Cheapest Date Search,True,https://api.apis.guru/v2/specs/amadeus.com/amadeus-flight-cheapest-date-search/1.0.6/swagger.json,data/apis_guru/specs/0014_amadeus.com_amadeus-flight-cheapest-date-search_1.0.6.json,2026-06-02T02:51:33+00:00,ok,,3408320c4831b1809fc929c9b5e0636b91556156ac360be3b8da99255c96bddc,561642
15,apis_guru,amadeus.com:amadeus-flight-check-in-links,2.1.2,Flight Check-in Links,True,https://api.apis.guru/v2/specs/amadeus.com/amadeus-flight-check-in-links/2.1.2/swagger.json,data/apis_guru/specs/0015_amadeus.com_amadeus-flight-check-in-links_2.1.2.json,2026-06-02T02:51:34+00:00,ok,,a584b27ca4aee718421224f915eca200763e257dea316fb3fc913d0ecaef1eaf,10853
16,apis_guru,amadeus.com:amadeus-flight-choice-prediction,2.0.2,Flight Choice Prediction,True,https://api.apis.guru/v2/specs/amadeus.com/amadeus-flight-choice-prediction/2.0.2/swagger.json,data/apis_guru/specs/0016_amadeus.com_amadeus-flight-choice-prediction_2.0.2.json,2026-06-02T02:51:35+00:00,ok,,64b6c0559ebcde566940f62485840e58af097765afe967c93761f9a498c8c9f9,96485
17,apis_guru,amadeus.com:amadeus-flight-create-orders,1.9.0,Flight Create Orders,True,https://api.apis.guru/v2/specs/amadeus.com/amadeus-flight-create-orders/1.9.0/swagger.json,data/apis_guru/specs/0017_amadeus.com_amadeus-flight-create-orders_1.9.0.json,2026-06-02T02:51:35+00:00,ok,,0c2a201e557cf4f4a973b4eace60f00f0cab0b9ebc13d752f772ed98dc31e37b,107346
18,apis_guru,amadeus.com:amadeus-flight-inspiration-search,1.0.6,Flight Inspiration Search,True,https://api.apis.guru/v2/specs/amadeus.com/amadeus-flight-inspiration-search/1.0.6/swagger.json,data/apis_guru/specs/0018_amadeus.com_amadeus-flight-inspiration-search_1.0.6.json,2026-06-02T02:51:36+00:00,ok,,814511ed7ad169439909591fd29de15af96727363a6a804f1cafef825bc428d0,44513
19,apis_guru,amadeus.com:amadeus-flight-most-booked-destinations,1.1.1,Flight Most Booked Destinations,True,https://api.apis.guru/v2/specs/amadeus.com/amadeus-flight-most-booked-destinations/1.1.1/swagger.json,data/apis_guru/specs/0019_amadeus.com_amadeus-flight-most-booked-destinations_1.1.1.json,2026-06-02T02:51:37+00:00,ok,,c6c909efa90de46e36e5c935f49bb194e181cbe1e9a9db53910df3a5db0d5cb5,14942
20,apis_guru,amadeus.com:amadeus-flight-most-traveled-destinations,1.1.1,Flight Most Traveled Destinations,True,https://api.apis.guru/v2/specs/amadeus.com/amadeus-flight-most-traveled-destinations/1.1.1/swagger.json,data/apis_guru/specs/0020_amadeus.com_amadeus-flight-most-traveled-destinations_1.1.1.json,2026-06-02T02:51:37+00:00,ok,,70d6ba1537cc5b70519ee8885ebdd2b67ed94375d69adb9b05ce012c18f0e94f,15295
21,apis_guru,amadeus.com:amadeus-flight-offers-price,1.2.2,Flight Offers Price,True,https://api.apis.guru/v2/specs/amadeus.com/amadeus-flight-offers-price/1.2.2/swagger.json,data/apis_guru/specs/0021_amadeus.com_amadeus-flight-offers-price_1.2.2.json,2026-06-02T02:51:38+00:00,ok,,b7cf5129f4d0d72757f77734d1942cf5dd9ee5e0772107c7aaa36eecb20f8d61,77667
22,apis_guru,amadeus.com:amadeus-flight-order-management,1.9.0,Flight Order Management,True,https://api.apis.guru/v2/specs/amadeus.com/amadeus-flight-order-management/1.9.0/swagger.json,data/apis_guru/specs/0022_amadeus.com_amadeus-flight-order-management_1.9.0.json,2026-06-02T02:51:38+00:00,ok,,c8860b5dd771526b2ff963734c1348b6ae09cc27ea198741a0b935b410e06619,90793
23,apis_guru,amadeus.com:amadeus-hotel-booking,1.1.3,Hotel Booking,True,https://api.apis.guru/v2/specs/amadeus.com/amadeus-hotel-booking/1.1.3/swagger.json,data/apis_guru/specs/0023_amadeus.com_amadeus-hotel-booking_1.1.3.json,2026-06-02T02:51:39+00:00,ok,,b63ece4048b964bad83dfed2e967eb6eb931033b62688266172e8ab272b50b76,20070
24,apis_guru,amadeus.com:amadeus-hotel-name-autocomplete,1.0.3,Hotel Name Autocomplete,True,https://api.apis.guru/v2/specs/amadeus.com/amadeus-hotel-name-autocomplete/1.0.3/swagger.json,data/apis_guru/specs/0024_amadeus.com_amadeus-hotel-name-autocomplete_1.0.3.json,2026-06-02T02:51:39+00:00,ok,,2877037393337eca3d35b0c6b1183ffcc596ba8d61678f0e3ad1b977c3d94ada,27592
25,apis_guru,amadeus.com:amadeus-hotel-ratings,1.0.2,Hotel Ratings,True,https://api.apis.guru/v2/specs/amadeus.com/amadeus-hotel-ratings/1.0.2/swagger.json,data/apis_guru/specs/0025_amadeus.com_amadeus-hotel-ratings_1.0.2.json,2026-06-02T02:51:40+00:00,ok,,a53725922c6f4333ad6b9243c7d9d35c01cde5f71d6d2750632984aef5cd2ef3,13657
26,apis_guru,amadeus.com:amadeus-hotel-search,3.0.8,Hotel Search API,True,https://api.apis.guru/v2/specs/amadeus.com/amadeus-hotel-search/3.0.8/swagger.json,data/apis_guru/specs/0026_amadeus.com_amadeus-hotel-search_3.0.8.json,2026-06-02T02:51:41+00:00,ok,,ea3a1fc78c695b7d77c0d51fdd3fde79b9dfb8042891124055598e6cd613c01d,42681
27,apis_guru,amadeus.com:amadeus-location-score,1.0.2,Location Score,True,https://api.apis.guru/v2/specs/amadeus.com/amadeus-location-score/1.0.2/openapi.json,data/apis_guru/specs/0027_amadeus.com_amadeus-location-score_1.0.2.json,2026-06-02T02:51:41+00:00,ok,,b9ee3d77f0074ec42626055c427985dd8e44a08a0d416caa74d18d4c95b87a2a,21139
28,apis_guru,amadeus.com:amadeus-on-demand-flight-status,2.0.2,On-Demand Flight Status,True,https://api.apis.guru/v2/specs/amadeus.com/amadeus-on-demand-flight-status/2.0.2/swagger.json,data/apis_guru/specs/0028_amadeus.com_amadeus-on-demand-flight-status_2.0.2.json,2026-06-02T02:51:42+00:00,ok,,63cba48eb3cba37c456293b35191e0855c9327428969896341803f9a56730127,17751
29,apis_guru,amadeus.com:amadeus-points-of-interest,1.1.1,Points of Interest,True,https://api.apis.guru/v2/specs/amadeus.com/amadeus-points-of-interest/1.1.1/swagger.json,data/apis_guru/specs/0029_amadeus.com_amadeus-points-of-interest_1.1.1.json,2026-06-02T02:51:44+00:00,ok,,044729a5c90f6ccb8c387d861288adf9d589353d1aae0387cfb870edce32ff9a,25761
30,apis_guru,amadeus.com:amadeus-safe-place-,1.0.0,Safe Place,True,https://api.apis.guru/v2/specs/amadeus.com/amadeus-safe-place-/1.0.0/swagger.json,data/apis_guru/specs/0030_amadeus.com_amadeus-safe-place-_1.0.0.json,2026-06-02T02:51:44+00:00,ok,,942ef4e45017cfe93d800b7c5d2cda4e5fac2d01cff368e8ba3dd419a83782fc,25917
31,apis_guru,amadeus.com:amadeus-seatmap-display,1.9.2,Seatmap Display,True,https://api.apis.guru/v2/specs/amadeus.com/amadeus-seatmap-display/1.9.2/swagger.json,data/apis_guru/specs/0031_amadeus.com_amadeus-seatmap-display_1.9.2.json,2026-06-02T02:51:45+00:00,ok,,e2c36eccc4d954da5b848aec22704bb7f86dd4c17365ecdec2d770aaef8938c5,659554
32,apis_guru,amadeus.com:amadeus-tours-and-activities,1.0.2,Tours and Activities,True,https://api.apis.guru/v2/specs/amadeus.com/amadeus-tours-and-activities/1.0.2/swagger.json,data/apis_guru/specs/0032_amadeus.com_amadeus-tours-and-activities_1.0.2.json,2026-06-02T02:51:46+00:00,ok,,36e3c81266327f05b716cf36742286d993bf787037eece39d12b701fecd01326,16984
33,apis_guru,amazonaws.com:accessanalyzer,2019-11-01,Access Analyzer,True,https://api.apis.guru/v2/specs/amazonaws.com/accessanalyzer/2019-11-01/openapi.json,data/apis_guru/specs/0033_amazonaws.com_accessanalyzer_2019-11-01.json,2026-06-02T02:51:47+00:00,ok,,1e2af482b5800f688f1aa0fd92e0356e6f4239d26694dd70eb0f3f7d76fc685a,258123
34,apis_guru,amazonaws.com:acm-pca,2017-08-22,AWS Certificate Manager Private Certificate Authority,True,https://api.apis.guru/v2/specs/amazonaws.com/acm-pca/2017-08-22/openapi.json,data/apis_guru/specs/0034_amazonaws.com_acm-pca_2017-08-22.json,2026-06-02T02:51:47+00:00,ok,,804a0ccbf0427a82c3d7a5e956568ba5b84084f1c310f0c30c0142d6bebb0ffa,223542
35,apis_guru,amazonaws.com:appconfig,2019-10-09,Amazon AppConfig,True,https://api.apis.guru/v2/specs/amazonaws.com/appconfig/2019-10-09/openapi.json,data/apis_guru/specs/0035_amazonaws.com_appconfig_2019-10-09.json,2026-06-02T02:51:48+00:00,ok,,21b9c1aec7ce2a523a19404604ee42080f5e04bf2f819c8d38b7b1037f7ecf08,244271
36,apis_guru,amazonaws.com:apprunner,2020-05-15,AWS App Runner,True,https://api.apis.guru/v2/specs/amazonaws.com/apprunner/2020-05-15/openapi.json,data/apis_guru/specs/0036_amazonaws.com_apprunner_2020-05-15.json,2026-06-02T02:51:48+00:00,ok,,4dd5ceb0a74c2e9f2e330315e808197aad5475f8f283616ea5ac6accd1742c49,263260
37,apis_guru,amazonaws.com:appstream,2016-12-01,Amazon AppStream,True,https://api.apis.guru/v2/specs/amazonaws.com/appstream/2016-12-01/openapi.json,data/apis_guru/specs/0037_amazonaws.com_appstream_2016-12-01.json,2026-06-02T02:51:49+00:00,ok,,2b064b58ab982c0bb75b72ca2d7679df751213359327a20b4eba753286ade2d6,425537
38,apis_guru,amazonaws.com:autoscaling,2011-01-01,Auto Scaling,True,https://api.apis.guru/v2/specs/amazonaws.com/autoscaling/2011-01-01/openapi.json,data/apis_guru/specs/0038_amazonaws.com_autoscaling_2011-01-01.json,2026-06-02T02:51:49+00:00,ok,,cf7a84f315d6589a7724bdf8672b4635b8b23426258ab5ab1b76888f450738aa,913860
39,apis_guru,amazonaws.com:budgets,2016-10-20,AWS Budgets,True,https://api.apis.guru/v2/specs/amazonaws.com/budgets/2016-10-20/openapi.json,data/apis_guru/specs/0039_amazonaws.com_budgets_2016-10-20.json,2026-06-02T02:51:50+00:00,ok,,6c26cc587e50aa3372e3297dd50ce76bf348c587067c787568522c76d28531d7,182058
40,apis_guru,amazonaws.com:ce,2017-10-25,AWS Cost Explorer Service,True,https://api.apis.guru/v2/specs/amazonaws.com/ce/2017-10-25/openapi.json,data/apis_guru/specs/0040_amazonaws.com_ce_2017-10-25.json,2026-06-02T02:51:51+00:00,ok,,273b220d2ecdf5085c1ab4c8ee384cf3c2b384903f34ae494862cb68953d905c,419597
41,apis_guru,amazonaws.com:chime,2018-05-01,Amazon Chime,True,https://api.apis.guru/v2/specs/amazonaws.com/chime/2018-05-01/openapi.json,data/apis_guru/specs/0041_amazonaws.com_chime_2018-05-01.json,2026-06-02T02:51:51+00:00,ok,,9f971894d5f0aca61a904ac82e3857898b2e58a70a117a899fdaca5f8fd88cf6,1162687
42,apis_guru,amazonaws.com:cloud9,2017-09-23,AWS Cloud9,True,https://api.apis.guru/v2/specs/amazonaws.com/cloud9/2017-09-23/openapi.json,data/apis_guru/specs/0042_amazonaws.com_cloud9_2017-09-23.json,2026-06-02T02:51:52+00:00,ok,,50cac89881667cb185b8b4130d35fc9d268108f96811cb5aaec67b3b0cc8821b,96406
43,apis_guru,amazonaws.com:cloudtrail,2013-11-01,AWS CloudTrail,True,https://api.apis.guru/v2/specs/amazonaws.com/cloudtrail/2013-11-01/openapi.json,data/apis_guru/specs/0043_amazonaws.com_cloudtrail_2013-11-01.json,2026-06-02T02:51:52+00:00,ok,,f978b99694a4856404fcdd2a69f9dbb82b292809caccf49a8bcd0c26a973cc34,441534
44,apis_guru,amazonaws.com:codeartifact,2018-09-22,CodeArtifact,True,https://api.apis.guru/v2/specs/amazonaws.com/codeartifact/2018-09-22/openapi.json,data/apis_guru/specs/0044_amazonaws.com_codeartifact_2018-09-22.json,2026-06-02T02:51:53+00:00,ok,,65dc6ef91f014c23b7054acaa466627345f74d9e96100741119a1d327b9617a9,326094
45,apis_guru,amazonaws.com:codebuild,2016-10-06,AWS CodeBuild,True,https://api.apis.guru/v2/specs/amazonaws.com/codebuild/2016-10-06/openapi.json,data/apis_guru/specs/0045_amazonaws.com_codebuild_2016-10-06.json,2026-06-02T02:51:53+00:00,ok,,7d51ff87af0df828525646b955f65ca6d95cda38d7c414b6b1617b2796bb2cea,400595
46,apis_guru,amazonaws.com:codecommit,2015-04-13,AWS CodeCommit,True,https://api.apis.guru/v2/specs/amazonaws.com/codecommit/2015-04-13/openapi.json,data/apis_guru/specs/0046_amazonaws.com_codecommit_2015-04-13.json,2026-06-02T02:51:54+00:00,ok,,50af90ebc0363d9352a0139e55b0ea5fa5daa6d77f7fc57491114f6f9e1f8b2b,792956
47,apis_guru,amazonaws.com:codepipeline,2015-07-09,AWS CodePipeline,True,https://api.apis.guru/v2/specs/amazonaws.com/codepipeline/2015-07-09/openapi.json,data/apis_guru/specs/0047_amazonaws.com_codepipeline_2015-07-09.json,2026-06-02T02:51:54+00:00,ok,,10976c4159aa7c43274073ecf453f31c6ed53d70c6fe6a4839650ee9e7ee4da4,320794
48,apis_guru,amazonaws.com:cognito-identity,2014-06-30,Amazon Cognito Identity,True,https://api.apis.guru/v2/specs/amazonaws.com/cognito-identity/2014-06-30/openapi.json,data/apis_guru/specs/0048_amazonaws.com_cognito-identity_2014-06-30.json,2026-06-02T02:51:55+00:00,ok,,cadd010af1d2f7eb9485950224c459cbefeabf62fc63e3a9aa9ec64f81a21341,156851
49,apis_guru,amazonaws.com:cognito-idp,2016-04-18,Amazon Cognito Identity Provider,True,https://api.apis.guru/v2/specs/amazonaws.com/cognito-idp/2016-04-18/openapi.json,data/apis_guru/specs/0049_amazonaws.com_cognito-idp_2016-04-18.json,2026-06-02T02:51:55+00:00,ok,,ac81a9aaa6c62f108bf60d635c40edde1ac61611a462104cba1f849fb4841ddd,916022
50,apis_guru,amazonaws.com:cognito-sync,2014-06-30,Amazon Cognito Sync,True,https://api.apis.guru/v2/specs/amazonaws.com/cognito-sync/2014-06-30/openapi.json,data/apis_guru/specs/0050_amazonaws.com_cognito-sync_2014-06-30.json,2026-06-02T02:51:56+00:00,ok,,48b2a41f46ca8f363389210244602403c7c0371c0e6b864b669988201868d2f7,114225
51,apis_guru,amazonaws.com:discovery,2015-11-01,AWS Application Discovery Service,True,https://api.apis.guru/v2/specs/amazonaws.com/discovery/2015-11-01/openapi.json,data/apis_guru/specs/0051_amazonaws.com_discovery_2015-11-01.json,2026-06-02T02:51:56+00:00,ok,,f7f492905751a6123a37646ad6b9370cc24110f7f7623422c874ec1197418500,199427
52,apis_guru,amazonaws.com:eks,2017-11-01,Amazon Elastic Kubernetes Service,True,https://api.apis.guru/v2/specs/amazonaws.com/eks/2017-11-01/openapi.json,data/apis_guru/specs/0052_amazonaws.com_eks_2017-11-01.json,2026-06-02T02:51:57+00:00,ok,,5638c4ddded2dddd618e29f14c6287f6c54eab94494e2997be3da219f942516d,376357
53,apis_guru,amazonaws.com:elasticbeanstalk,2010-12-01,AWS Elastic Beanstalk,True,https://api.apis.guru/v2/specs/amazonaws.com/elasticbeanstalk/2010-12-01/openapi.json,data/apis_guru/specs/0053_amazonaws.com_elasticbeanstalk_2010-12-01.json,2026-06-02T02:51:58+00:00,ok,,d00e972c77701b592848f198a71ba7815a1dc4130f8707fbf031dc07358c555a,539262
54,apis_guru,amazonaws.com:elasticloadbalancing,2012-06-01,Elastic Load Balancing,True,https://api.apis.guru/v2/specs/amazonaws.com/elasticloadbalancing/2012-06-01/openapi.json,data/apis_guru/specs/0054_amazonaws.com_elasticloadbalancing_2012-06-01.json,2026-06-02T02:51:58+00:00,ok,,d8c75abf03edf52271123d1e3c3b267733d5456f4fe4e8574fbe6be70bdc1d6e,293384
55,apis_guru,amazonaws.com:elasticloadbalancingv2,2015-12-01,Elastic Load Balancing,True,https://api.apis.guru/v2/specs/amazonaws.com/elasticloadbalancingv2/2015-12-01/openapi.json,data/apis_guru/specs/0055_amazonaws.com_elasticloadbalancingv2_2015-12-01.json,2026-06-02T02:51:59+00:00,ok,,3781e64c19b5cc0fd7ef819cf149392f2f43738e3a0cffdce3a09f8195592dd4,462406
56,apis_guru,amazonaws.com:finspace,2021-03-12,FinSpace User Environment Management service,True,https://api.apis.guru/v2/specs/amazonaws.com/finspace/2021-03-12/openapi.json,data/apis_guru/specs/0056_amazonaws.com_finspace_2021-03-12.json,2026-06-02T02:51:59+00:00,ok,,b9b309e55a3988cf8bae158f6cb7954f09e5c0fa43466165937e42195c7a41fd,58753
57,apis_guru,amazonaws.com:globalaccelerator,2018-08-08,AWS Global Accelerator,True,https://api.apis.guru/v2/specs/amazonaws.com/globalaccelerator/2018-08-08/openapi.json,data/apis_guru/specs/0057_amazonaws.com_globalaccelerator_2018-08-08.json,2026-06-02T02:52:00+00:00,ok,,85fae89009a59d630f21feebbdf4ff726fb36ee06887420c51ef5a8dc9b2a22c,319999
58,apis_guru,amazonaws.com:guardduty,2017-11-28,Amazon GuardDuty,True,https://api.apis.guru/v2/specs/amazonaws.com/guardduty/2017-11-28/openapi.json,data/apis_guru/specs/0058_amazonaws.com_guardduty_2017-11-28.json,2026-06-02T02:52:00+00:00,ok,,8d1e86e62c60e78a448ccf48a40bc168720724bbfdf317796c91cc25237d1c39,600233
59,apis_guru,amazonaws.com:health,2016-08-04,AWS Health APIs and Notifications,True,https://api.apis.guru/v2/specs/amazonaws.com/health/2016-08-04/openapi.json,data/apis_guru/specs/0059_amazonaws.com_health_2016-08-04.json,2026-06-02T02:52:01+00:00,ok,,62cbc3c4551c9d5dfff02c62f6c196171823efedef80046fa5aa06a74e35e0a5,128141
60,apis_guru,amazonaws.com:healthlake,2017-07-01,Amazon HealthLake,True,https://api.apis.guru/v2/specs/amazonaws.com/healthlake/2017-07-01/openapi.json,data/apis_guru/specs/0060_amazonaws.com_healthlake_2017-07-01.json,2026-06-02T02:52:01+00:00,ok,,7a0ee412e3f9ecd132b3fd3ed25391c5ec23508cb5a20f56676da7220f2ff18e,92062
61,apis_guru,amazonaws.com:iam,2010-05-08,AWS Identity and Access Management,True,https://api.apis.guru/v2/specs/amazonaws.com/iam/2010-05-08/openapi.json,data/apis_guru/specs/0061_amazonaws.com_iam_2010-05-08.json,2026-06-02T02:52:02+00:00,ok,,0a757164b70fe92482fd731aa28f089de4e5fdc45f1a1d66db427646d6ae43cf,1844598
62,apis_guru,amazonaws.com:identitystore,2020-06-15,AWS SSO Identity Store,True,https://api.apis.guru/v2/specs/amazonaws.com/identitystore/2020-06-15/openapi.json,data/apis_guru/specs/0062_amazonaws.com_identitystore_2020-06-15.json,2026-06-02T02:52:02+00:00,ok,,64e17351066e8c28f8dbed5d6a4ca62068f3098d64b3ce599b9e2b47cc71a878,146688
63,apis_guru,amazonaws.com:iotfleethub,2020-11-03,AWS IoT Fleet Hub,True,https://api.apis.guru/v2/specs/amazonaws.com/iotfleethub/2020-11-03/openapi.json,data/apis_guru/specs/0063_amazonaws.com_iotfleethub_2020-11-03.json,2026-06-02T02:52:03+00:00,ok,,72e3da578eec223fd2e1a5c5f02e82bf7cd44fc860d43bddbeba1394e1862e41,44948
64,apis_guru,amazonaws.com:ivs,2020-07-14,Amazon Interactive Video Service,True,https://api.apis.guru/v2/specs/amazonaws.com/ivs/2020-07-14/openapi.json,data/apis_guru/specs/0064_amazonaws.com_ivs_2020-07-14.json,2026-06-02T02:52:03+00:00,ok,,0e941fb39bd49c0cd84f29af7d82de66de78231a6535771423dc307cccef4926,203380
65,apis_guru,amazonaws.com:kms,2014-11-01,AWS Key Management Service,True,https://api.apis.guru/v2/specs/amazonaws.com/kms/2014-11-01/openapi.json,data/apis_guru/specs/0065_amazonaws.com_kms_2014-11-01.json,2026-06-02T02:52:04+00:00,ok,,76cfa4cd60546916c1d6c1a898bb72743bda1342e4844e470a728e22a9fb55a5,609855
66,apis_guru,amazonaws.com:lambda,2015-03-31,AWS Lambda,True,https://api.apis.guru/v2/specs/amazonaws.com/lambda/2015-03-31/openapi.json,data/apis_guru/specs/0066_amazonaws.com_lambda_2015-03-31.json,2026-06-02T02:52:05+00:00,ok,,6e8e7818b3f7bdfa712837492fdc4901c1a6279fa47b529d18f3e0989e493b1a,604990
67,apis_guru,amazonaws.com:location,2020-11-19,Amazon Location Service,True,https://api.apis.guru/v2/specs/amazonaws.com/location/2020-11-19/openapi.json,data/apis_guru/specs/0067_amazonaws.com_location_2020-11-19.json,2026-06-02T02:52:05+00:00,ok,,c7406a0107649136a3ec9a2c0e3f32d401a6511d0e31bbd8a571fa3b3c85bab8,557938
68,apis_guru,amazonaws.com:monitoring,2010-08-01,Amazon CloudWatch,True,https://api.apis.guru/v2/specs/amazonaws.com/monitoring/2010-08-01/openapi.json,data/apis_guru/specs/0068_amazonaws.com_monitoring_2010-08-01.json,2026-06-02T02:52:06+00:00,ok,,7a42b529cc972a58366bae6b29f450bddc63aafc71f6c7158708e870361138b1,566042
69,apis_guru,amazonaws.com:mwaa,2020-07-01,AmazonMWAA,True,https://api.apis.guru/v2/specs/amazonaws.com/mwaa/2020-07-01/openapi.json,data/apis_guru/specs/0069_amazonaws.com_mwaa_2020-07-01.json,2026-06-02T02:52:06+00:00,ok,,3814d3f566369b6ec63021de2df45ccd4c78dde2dacc532dcb67b3bdfb82e504,131310
70,apis_guru,amazonaws.com:networkmanager,2019-07-05,AWS Network Manager,True,https://api.apis.guru/v2/specs/amazonaws.com/networkmanager/2019-07-05/openapi.json,data/apis_guru/specs/0070_amazonaws.com_networkmanager_2019-07-05.json,2026-06-02T02:52:07+00:00,ok,,bcb7b1757aadf69ee21eb83aa093408e745ed28b3064eb2b98c42e186fe3b534,572701
71,apis_guru,amazonaws.com:opsworks,2013-02-18,AWS OpsWorks,True,https://api.apis.guru/v2/specs/amazonaws.com/opsworks/2013-02-18/openapi.json,data/apis_guru/specs/0071_amazonaws.com_opsworks_2013-02-18.json,2026-06-02T02:52:08+00:00,ok,,36385397c5d5997e01171eb3acd87b4b2760501a8538448fd4e9faebb4e29110,501732
72,apis_guru,amazonaws.com:opsworkscm,2016-11-01,AWS OpsWorks CM,True,https://api.apis.guru/v2/specs/amazonaws.com/opsworkscm/2016-11-01/openapi.json,data/apis_guru/specs/0072_amazonaws.com_opsworkscm_2016-11-01.json,2026-06-02T02:52:08+00:00,ok,,e757ca903da0c397756cb1a394b1ed7c7e26b1dfa7353f2d094c6a90a71399e5,146604
