pair_id,repo,path,old_commit,new_commit,old_date,new_date,old_path,new_path,old_source_url,new_source_url,retrieved_at,retrieval_method
pair_0011,APIs.guru public version directory,adyen.com:FundService,3,5,,,data/openapi_histories/pairs/pair_0011/old.json,data/openapi_histories/pairs/pair_0011/new.json,https://api.apis.guru/v2/specs/adyen.com/FundService/3/openapi.json,https://api.apis.guru/v2/specs/adyen.com/FundService/5/openapi.json,2026-06-02T12:06:44+00:00,apis_guru_public_versions
pair_0012,APIs.guru public version directory,adyen.com:FundService,5,6,,,data/openapi_histories/pairs/pair_0012/old.json,data/openapi_histories/pairs/pair_0012/new.json,https://api.apis.guru/v2/specs/adyen.com/FundService/5/openapi.json,https://api.apis.guru/v2/specs/adyen.com/FundService/6/openapi.json,2026-06-02T12:06:44+00:00,apis_guru_public_versions
pair_0013,APIs.guru public version directory,adyen.com:HopService,1,5,,,data/openapi_histories/pairs/pair_0013/old.json,data/openapi_histories/pairs/pair_0013/new.json,https://api.apis.guru/v2/specs/adyen.com/HopService/1/openapi.json,https://api.apis.guru/v2/specs/adyen.com/HopService/5/openapi.json,2026-06-02T12:06:45+00:00,apis_guru_public_versions
pair_0014,APIs.guru public version directory,adyen.com:HopService,5,6,,,data/openapi_histories/pairs/pair_0014/old.json,data/openapi_histories/pairs/pair_0014/new.json,https://api.apis.guru/v2/specs/adyen.com/HopService/5/openapi.json,https://api.apis.guru/v2/specs/adyen.com/HopService/6/openapi.json,2026-06-02T12:06:46+00:00,apis_guru_public_versions
pair_0015,APIs.guru public version directory,adyen.com:LegalEntityService,1,2,,,data/openapi_histories/pairs/pair_0015/old.json,data/openapi_histories/pairs/pair_0015/new.json,https://api.apis.guru/v2/specs/adyen.com/LegalEntityService/1/openapi.json,https://api.apis.guru/v2/specs/adyen.com/LegalEntityService/2/openapi.json,2026-06-02T12:06:47+00:00,apis_guru_public_versions
pair_0016,APIs.guru public version directory,adyen.com:LegalEntityService,2,3,,,data/openapi_histories/pairs/pair_0016/old.json,data/openapi_histories/pairs/pair_0016/new.json,https://api.apis.guru/v2/specs/adyen.com/LegalEntityService/2/openapi.json,https://api.apis.guru/v2/specs/adyen.com/LegalEntityService/3/openapi.json,2026-06-02T12:06:48+00:00,apis_guru_public_versions
pair_0017,APIs.guru public version directory,adyen.com:MarketPayNotificationService,3,4,,,data/openapi_histories/pairs/pair_0017/old.json,data/openapi_histories/pairs/pair_0017/new.json,https://api.apis.guru/v2/specs/adyen.com/MarketPayNotificationService/3/openapi.json,https://api.apis.guru/v2/specs/adyen.com/MarketPayNotificationService/4/openapi.json,2026-06-02T12:06:49+00:00,apis_guru_public_versions
pair_0018,APIs.guru public version directory,adyen.com:MarketPayNotificationService,4,5,,,data/openapi_histories/pairs/pair_0018/old.json,data/openapi_histories/pairs/pair_0018/new.json,https://api.apis.guru/v2/specs/adyen.com/MarketPayNotificationService/4/openapi.json,https://api.apis.guru/v2/specs/adyen.com/MarketPayNotificationService/5/openapi.json,2026-06-02T12:06:50+00:00,apis_guru_public_versions
pair_0019,APIs.guru public version directory,adyen.com:MarketPayNotificationService,5,6,,,data/openapi_histories/pairs/pair_0019/old.json,data/openapi_histories/pairs/pair_0019/new.json,https://api.apis.guru/v2/specs/adyen.com/MarketPayNotificationService/5/openapi.json,https://api.apis.guru/v2/specs/adyen.com/MarketPayNotificationService/6/openapi.json,2026-06-02T12:06:51+00:00,apis_guru_public_versions
pair_0020,APIs.guru public version directory,adyen.com:NotificationConfigurationService,1,2,,,data/openapi_histories/pairs/pair_0020/old.json,data/openapi_histories/pairs/pair_0020/new.json,https://api.apis.guru/v2/specs/adyen.com/NotificationConfigurationService/1/openapi.json,https://api.apis.guru/v2/specs/adyen.com/NotificationConfigurationService/2/openapi.json,2026-06-02T12:06:51+00:00,apis_guru_public_versions
pair_0021,APIs.guru public version directory,adyen.com:NotificationConfigurationService,2,3,,,data/openapi_histories/pairs/pair_0021/old.json,data/openapi_histories/pairs/pair_0021/new.json,https://api.apis.guru/v2/specs/adyen.com/NotificationConfigurationService/2/openapi.json,https://api.apis.guru/v2/specs/adyen.com/NotificationConfigurationService/3/openapi.json,2026-06-02T12:06:52+00:00,apis_guru_public_versions
pair_0022,APIs.guru public version directory,adyen.com:NotificationConfigurationService,3,4,,,data/openapi_histories/pairs/pair_0022/old.json,data/openapi_histories/pairs/pair_0022/new.json,https://api.apis.guru/v2/specs/adyen.com/NotificationConfigurationService/3/openapi.json,https://api.apis.guru/v2/specs/adyen.com/NotificationConfigurationService/4/openapi.json,2026-06-02T12:06:53+00:00,apis_guru_public_versions
pair_0023,APIs.guru public version directory,adyen.com:PaymentService,25,30,,,data/openapi_histories/pairs/pair_0023/old.json,data/openapi_histories/pairs/pair_0023/new.json,https://api.apis.guru/v2/specs/adyen.com/PaymentService/25/openapi.json,https://api.apis.guru/v2/specs/adyen.com/PaymentService/30/openapi.json,2026-06-02T12:06:54+00:00,apis_guru_public_versions
pair_0024,APIs.guru public version directory,adyen.com:PaymentService,30,40,,,data/openapi_histories/pairs/pair_0024/old.json,data/openapi_histories/pairs/pair_0024/new.json,https://api.apis.guru/v2/specs/adyen.com/PaymentService/30/openapi.json,https://api.apis.guru/v2/specs/adyen.com/PaymentService/40/openapi.json,2026-06-02T12:06:55+00:00,apis_guru_public_versions
pair_0025,APIs.guru public version directory,adyen.com:PaymentService,40,46,,,data/openapi_histories/pairs/pair_0025/old.json,data/openapi_histories/pairs/pair_0025/new.json,https://api.apis.guru/v2/specs/adyen.com/PaymentService/40/openapi.json,https://api.apis.guru/v2/specs/adyen.com/PaymentService/46/openapi.json,2026-06-02T12:06:56+00:00,apis_guru_public_versions
pair_0026,APIs.guru public version directory,adyen.com:PayoutService,30,40,,,data/openapi_histories/pairs/pair_0026/old.json,data/openapi_histories/pairs/pair_0026/new.json,https://api.apis.guru/v2/specs/adyen.com/PayoutService/30/openapi.json,https://api.apis.guru/v2/specs/adyen.com/PayoutService/40/openapi.json,2026-06-02T12:06:57+00:00,apis_guru_public_versions
pair_0027,APIs.guru public version directory,adyen.com:PayoutService,40,46,,,data/openapi_histories/pairs/pair_0027/old.json,data/openapi_histories/pairs/pair_0027/new.json,https://api.apis.guru/v2/specs/adyen.com/PayoutService/40/openapi.json,https://api.apis.guru/v2/specs/adyen.com/PayoutService/46/openapi.json,2026-06-02T12:06:58+00:00,apis_guru_public_versions
pair_0028,APIs.guru public version directory,adyen.com:PayoutService,46,49,,,data/openapi_histories/pairs/pair_0028/old.json,data/openapi_histories/pairs/pair_0028/new.json,https://api.apis.guru/v2/specs/adyen.com/PayoutService/46/openapi.json,https://api.apis.guru/v2/specs/adyen.com/PayoutService/49/openapi.json,2026-06-02T12:06:58+00:00,apis_guru_public_versions
pair_0029,APIs.guru public version directory,adyen.com:RecurringService,18,25,,,data/openapi_histories/pairs/pair_0029/old.json,data/openapi_histories/pairs/pair_0029/new.json,https://api.apis.guru/v2/specs/adyen.com/RecurringService/18/openapi.json,https://api.apis.guru/v2/specs/adyen.com/RecurringService/25/openapi.json,2026-06-02T12:06:59+00:00,apis_guru_public_versions
pair_0030,APIs.guru public version directory,adyen.com:RecurringService,25,30,,,data/openapi_histories/pairs/pair_0030/old.json,data/openapi_histories/pairs/pair_0030/new.json,https://api.apis.guru/v2/specs/adyen.com/RecurringService/25/openapi.json,https://api.apis.guru/v2/specs/adyen.com/RecurringService/30/openapi.json,2026-06-02T12:07:00+00:00,apis_guru_public_versions
pair_0031,APIs.guru public version directory,adyen.com:RecurringService,30,40,,,data/openapi_histories/pairs/pair_0031/old.json,data/openapi_histories/pairs/pair_0031/new.json,https://api.apis.guru/v2/specs/adyen.com/RecurringService/30/openapi.json,https://api.apis.guru/v2/specs/adyen.com/RecurringService/40/openapi.json,2026-06-02T12:07:01+00:00,apis_guru_public_versions
pair_0032,APIs.guru public version directory,adyen.com:TransferService,1,2,,,data/openapi_histories/pairs/pair_0032/old.json,data/openapi_histories/pairs/pair_0032/new.json,https://api.apis.guru/v2/specs/adyen.com/TransferService/1/openapi.json,https://api.apis.guru/v2/specs/adyen.com/TransferService/2/openapi.json,2026-06-02T12:07:02+00:00,apis_guru_public_versions
pair_0033,APIs.guru public version directory,adyen.com:TransferService,2,3,,,data/openapi_histories/pairs/pair_0033/old.json,data/openapi_histories/pairs/pair_0033/new.json,https://api.apis.guru/v2/specs/adyen.com/TransferService/2/openapi.json,https://api.apis.guru/v2/specs/adyen.com/TransferService/3/openapi.json,2026-06-02T12:07:02+00:00,apis_guru_public_versions
pair_0034,APIs.guru public version directory,amazonaws.com:appmesh,2018-10-01,2019-01-25,,,data/openapi_histories/pairs/pair_0034/old.json,data/openapi_histories/pairs/pair_0034/new.json,https://api.apis.guru/v2/specs/amazonaws.com/appmesh/2018-10-01/openapi.json,https://api.apis.guru/v2/specs/amazonaws.com/appmesh/2019-01-25/openapi.json,2026-06-02T12:07:04+00:00,apis_guru_public_versions
pair_0035,APIs.guru public version directory,amazonaws.com:clouddirectory,2016-05-10,2017-01-11,,,data/openapi_histories/pairs/pair_0035/old.json,data/openapi_histories/pairs/pair_0035/new.json,https://api.apis.guru/v2/specs/amazonaws.com/clouddirectory/2016-05-10/openapi.json,https://api.apis.guru/v2/specs/amazonaws.com/clouddirectory/2017-01-11/openapi.json,2026-06-02T12:07:05+00:00,apis_guru_public_versions
pair_0036,APIs.guru public version directory,amazonaws.com:cloudfront,2016-11-25,2017-03-25,,,data/openapi_histories/pairs/pair_0036/old.json,data/openapi_histories/pairs/pair_0036/new.json,https://api.apis.guru/v2/specs/amazonaws.com/cloudfront/2016-11-25/openapi.json,https://api.apis.guru/v2/specs/amazonaws.com/cloudfront/2017-03-25/openapi.json,2026-06-02T12:07:07+00:00,apis_guru_public_versions
pair_0037,APIs.guru public version directory,amazonaws.com:cloudfront,2017-03-25,2017-10-30,,,data/openapi_histories/pairs/pair_0037/old.json,data/openapi_histories/pairs/pair_0037/new.json,https://api.apis.guru/v2/specs/amazonaws.com/cloudfront/2017-03-25/openapi.json,https://api.apis.guru/v2/specs/amazonaws.com/cloudfront/2017-10-30/openapi.json,2026-06-02T12:07:08+00:00,apis_guru_public_versions
pair_0038,APIs.guru public version directory,amazonaws.com:cloudfront,2017-10-30,2018-06-18,,,data/openapi_histories/pairs/pair_0038/old.json,data/openapi_histories/pairs/pair_0038/new.json,https://api.apis.guru/v2/specs/amazonaws.com/cloudfront/2017-10-30/openapi.json,https://api.apis.guru/v2/specs/amazonaws.com/cloudfront/2018-06-18/openapi.json,2026-06-02T12:07:09+00:00,apis_guru_public_versions
pair_0039,APIs.guru public version directory,amazonaws.com:cloudsearch,2011-02-01,2013-01-01,,,data/openapi_histories/pairs/pair_0039/old.json,data/openapi_histories/pairs/pair_0039/new.json,https://api.apis.guru/v2/specs/amazonaws.com/cloudsearch/2011-02-01/openapi.json,https://api.apis.guru/v2/specs/amazonaws.com/cloudsearch/2013-01-01/openapi.json,2026-06-02T12:07:11+00:00,apis_guru_public_versions
pair_0040,APIs.guru public version directory,amazonaws.com:dynamodb,2011-12-05,2012-08-10,,,data/openapi_histories/pairs/pair_0040/old.json,data/openapi_histories/pairs/pair_0040/new.json,https://api.apis.guru/v2/specs/amazonaws.com/dynamodb/2011-12-05/openapi.json,https://api.apis.guru/v2/specs/amazonaws.com/dynamodb/2012-08-10/openapi.json,2026-06-02T12:07:12+00:00,apis_guru_public_versions
pair_0041,APIs.guru public version directory,amazonaws.com:lambda,2014-11-11,2015-03-31,,,data/openapi_histories/pairs/pair_0041/old.json,data/openapi_histories/pairs/pair_0041/new.json,https://api.apis.guru/v2/specs/amazonaws.com/lambda/2014-11-11/openapi.json,https://api.apis.guru/v2/specs/amazonaws.com/lambda/2015-03-31/openapi.json,2026-06-02T12:07:13+00:00,apis_guru_public_versions
pair_0042,APIs.guru public version directory,amazonaws.com:rds,2013-01-10,2013-02-12,,,data/openapi_histories/pairs/pair_0042/old.json,data/openapi_histories/pairs/pair_0042/new.json,https://api.apis.guru/v2/specs/amazonaws.com/rds/2013-01-10/openapi.json,https://api.apis.guru/v2/specs/amazonaws.com/rds/2013-02-12/openapi.json,2026-06-02T12:07:15+00:00,apis_guru_public_versions
pair_0043,APIs.guru public version directory,amazonaws.com:rds,2013-02-12,2013-09-09,,,data/openapi_histories/pairs/pair_0043/old.json,data/openapi_histories/pairs/pair_0043/new.json,https://api.apis.guru/v2/specs/amazonaws.com/rds/2013-02-12/openapi.json,https://api.apis.guru/v2/specs/amazonaws.com/rds/2013-09-09/openapi.json,2026-06-02T12:07:16+00:00,apis_guru_public_versions
pair_0044,APIs.guru public version directory,amazonaws.com:rds,2013-09-09,2014-09-01,,,data/openapi_histories/pairs/pair_0044/old.json,data/openapi_histories/pairs/pair_0044/new.json,https://api.apis.guru/v2/specs/amazonaws.com/rds/2013-09-09/openapi.json,https://api.apis.guru/v2/specs/amazonaws.com/rds/2014-09-01/openapi.json,2026-06-02T12:07:17+00:00,apis_guru_public_versions
pair_0045,APIs.guru public version directory,apicurio.local:registry,1.3.2.Final,2.4.x,,,data/openapi_histories/pairs/pair_0045/old.json,data/openapi_histories/pairs/pair_0045/new.json,https://api.apis.guru/v2/specs/apicurio.local/registry/1.3.2.Final/openapi.json,https://api.apis.guru/v2/specs/apicurio.local/registry/2.4.x/openapi.json,2026-06-02T12:07:18+00:00,apis_guru_public_versions
pair_0046,APIs.guru public version directory,azure.com:advisor,2016-07-12-preview,2017-03-31,,,data/openapi_histories/pairs/pair_0046/old.json,data/openapi_histories/pairs/pair_0046/new.json,https://api.apis.guru/v2/specs/azure.com/advisor/2016-07-12-preview/swagger.json,https://api.apis.guru/v2/specs/azure.com/advisor/2017-03-31/swagger.json,2026-06-02T12:07:20+00:00,apis_guru_public_versions
pair_0047,APIs.guru public version directory,azure.com:advisor,2017-03-31,2017-04-19,,,data/openapi_histories/pairs/pair_0047/old.json,data/openapi_histories/pairs/pair_0047/new.json,https://api.apis.guru/v2/specs/azure.com/advisor/2017-03-31/swagger.json,https://api.apis.guru/v2/specs/azure.com/advisor/2017-04-19/swagger.json,2026-06-02T12:07:21+00:00,apis_guru_public_versions
pair_0048,APIs.guru public version directory,azure.com:advisor,2017-04-19,2020-01-01,,,data/openapi_histories/pairs/pair_0048/old.json,data/openapi_histories/pairs/pair_0048/new.json,https://api.apis.guru/v2/specs/azure.com/advisor/2017-04-19/swagger.json,https://api.apis.guru/v2/specs/azure.com/advisor/2020-01-01/swagger.json,2026-06-02T12:07:22+00:00,apis_guru_public_versions
pair_0049,APIs.guru public version directory,azure.com:alertsmanagement-AlertsManagement,2018-05-05,2018-05-05-preview,,,data/openapi_histories/pairs/pair_0049/old.json,data/openapi_histories/pairs/pair_0049/new.json,https://api.apis.guru/v2/specs/azure.com/alertsmanagement-AlertsManagement/2018-05-05/swagger.json,https://api.apis.guru/v2/specs/azure.com/alertsmanagement-AlertsManagement/2018-05-05-preview/swagger.json,2026-06-02T12:07:23+00:00,apis_guru_public_versions
pair_0050,APIs.guru public version directory,azure.com:alertsmanagement-AlertsManagement,2018-05-05-preview,2018-11-02-privatepreview,,,data/openapi_histories/pairs/pair_0050/old.json,data/openapi_histories/pairs/pair_0050/new.json,https://api.apis.guru/v2/specs/azure.com/alertsmanagement-AlertsManagement/2018-05-05-preview/swagger.json,https://api.apis.guru/v2/specs/azure.com/alertsmanagement-AlertsManagement/2018-11-02-privatepreview/swagger.json,2026-06-02T12:07:24+00:00,apis_guru_public_versions
pair_0051,APIs.guru public version directory,azure.com:alertsmanagement-AlertsManagement,2018-11-02-privatepreview,2019-03-01,,,data/openapi_histories/pairs/pair_0051/old.json,data/openapi_histories/pairs/pair_0051/new.json,https://api.apis.guru/v2/specs/azure.com/alertsmanagement-AlertsManagement/2018-11-02-privatepreview/swagger.json,https://api.apis.guru/v2/specs/azure.com/alertsmanagement-AlertsManagement/2019-03-01/swagger.json,2026-06-02T12:07:26+00:00,apis_guru_public_versions
pair_0052,APIs.guru public version directory,azure.com:alertsmanagement-SmartDetectorAlertRulesApi,2019-03-01,2019-06-01,,,data/openapi_histories/pairs/pair_0052/old.json,data/openapi_histories/pairs/pair_0052/new.json,https://api.apis.guru/v2/specs/azure.com/alertsmanagement-SmartDetectorAlertRulesApi/2019-03-01/swagger.json,https://api.apis.guru/v2/specs/azure.com/alertsmanagement-SmartDetectorAlertRulesApi/2019-06-01/swagger.json,2026-06-02T12:07:27+00:00,apis_guru_public_versions
pair_0053,APIs.guru public version directory,azure.com:analysisservices,2016-05-16,2017-07-14,,,data/openapi_histories/pairs/pair_0053/old.json,data/openapi_histories/pairs/pair_0053/new.json,https://api.apis.guru/v2/specs/azure.com/analysisservices/2016-05-16/swagger.json,https://api.apis.guru/v2/specs/azure.com/analysisservices/2017-07-14/swagger.json,2026-06-02T12:07:28+00:00,apis_guru_public_versions
pair_0054,APIs.guru public version directory,azure.com:analysisservices,2017-07-14,2017-08-01,,,data/openapi_histories/pairs/pair_0054/old.json,data/openapi_histories/pairs/pair_0054/new.json,https://api.apis.guru/v2/specs/azure.com/analysisservices/2017-07-14/swagger.json,https://api.apis.guru/v2/specs/azure.com/analysisservices/2017-08-01/swagger.json,2026-06-02T12:07:29+00:00,apis_guru_public_versions
pair_0055,APIs.guru public version directory,azure.com:analysisservices,2017-08-01,2017-08-01-beta,,,data/openapi_histories/pairs/pair_0055/old.json,data/openapi_histories/pairs/pair_0055/new.json,https://api.apis.guru/v2/specs/azure.com/analysisservices/2017-08-01/swagger.json,https://api.apis.guru/v2/specs/azure.com/analysisservices/2017-08-01-beta/swagger.json,2026-06-02T12:07:30+00:00,apis_guru_public_versions
pair_0056,APIs.guru public version directory,azure.com:apimanagement,2016-07-07,2016-10-10,,,data/openapi_histories/pairs/pair_0056/old.json,data/openapi_histories/pairs/pair_0056/new.json,https://api.apis.guru/v2/specs/azure.com/apimanagement/2016-07-07/swagger.json,https://api.apis.guru/v2/specs/azure.com/apimanagement/2016-10-10/swagger.json,2026-06-02T12:07:32+00:00,apis_guru_public_versions
pair_0057,APIs.guru public version directory,azure.com:apimanagement,2016-10-10,2017-03-01,,,data/openapi_histories/pairs/pair_0057/old.json,data/openapi_histories/pairs/pair_0057/new.json,https://api.apis.guru/v2/specs/azure.com/apimanagement/2016-10-10/swagger.json,https://api.apis.guru/v2/specs/azure.com/apimanagement/2017-03-01/swagger.json,2026-06-02T12:07:33+00:00,apis_guru_public_versions
pair_0058,APIs.guru public version directory,azure.com:apimanagement,2017-03-01,2018-01-01,,,data/openapi_histories/pairs/pair_0058/old.json,data/openapi_histories/pairs/pair_0058/new.json,https://api.apis.guru/v2/specs/azure.com/apimanagement/2017-03-01/swagger.json,https://api.apis.guru/v2/specs/azure.com/apimanagement/2018-01-01/swagger.json,2026-06-02T12:07:35+00:00,apis_guru_public_versions
pair_0059,APIs.guru public version directory,azure.com:apimanagement-apimapis,2016-10-10,2017-03-01,,,data/openapi_histories/pairs/pair_0059/old.json,data/openapi_histories/pairs/pair_0059/new.json,https://api.apis.guru/v2/specs/azure.com/apimanagement-apimapis/2016-10-10/swagger.json,https://api.apis.guru/v2/specs/azure.com/apimanagement-apimapis/2017-03-01/swagger.json,2026-06-02T12:07:37+00:00,apis_guru_public_versions
pair_0060,APIs.guru public version directory,azure.com:apimanagement-apimapis,2017-03-01,2018-01-01,,,data/openapi_histories/pairs/pair_0060/old.json,data/openapi_histories/pairs/pair_0060/new.json,https://api.apis.guru/v2/specs/azure.com/apimanagement-apimapis/2017-03-01/swagger.json,https://api.apis.guru/v2/specs/azure.com/apimanagement-apimapis/2018-01-01/swagger.json,2026-06-02T12:07:38+00:00,apis_guru_public_versions
